"Activity ID","Source Issue","Phase","Gate","Type","Execution","Agent Role","Goal","Deliverables","Predecessors","Acceptance IDs","Status","Owner Role","Reviewer Role","Priority References"
"ACT-SP-097-02","SP-097","P05","G3","Delivery activity","Agent","Mobile agent","Apply agreed expiry/withdrawal rules and show refresh needs without deleting player footage","Freshness/cache policies and interrupted-download preservation cases","ACT-SP-097-01","AC-SP-097-01, AC-SP-097-02, AC-SP-097-03, AC-SP-097-04","Backlog","Mobile lead","Mobile lead / device QA",""
"ACT-SP-097-03","SP-097","P05","G3","Verification and handoff","Agent","QA / Mobile agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Mobile lead / device QA.","SP-097 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-097-02","AC-SP-097-01, AC-SP-097-02, AC-SP-097-03, AC-SP-097-04","Backlog","Mobile lead","Mobile lead / device QA",""
"ACT-SP-098-01","SP-098","P05","G3","Delivery activity","Agent","Mobile agent","Present grouped clips/full-session parts/gaps with original capture offsets and accurate local/cloud availability","Review player and chapter/part navigation","ACT-SP-094-03, ACT-SP-097-03","AC-SP-098-01, AC-SP-098-02, AC-SP-098-03, AC-SP-098-04, AC-SP-098-05","Backlog","Mobile lead","Mobile lead / device QA","IP-03, IP-04"
"ACT-SP-098-02","SP-098","P05","G3","Delivery activity","Agent","Mobile agent","Compare permitted reference/source footage and expose scoped attempt IDs to skill checks and deliberate feedback submission","Comparison UI and optional assessment/submission integration seams","ACT-SP-098-01","AC-SP-098-01, AC-SP-098-02, AC-SP-098-03, AC-SP-098-04, AC-SP-098-05","Backlog","Mobile lead","Mobile lead / device QA","IP-03, IP-04"
"ACT-SP-098-03","SP-098","P05","G3","Verification and handoff","Agent","QA / Mobile agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Mobile lead / device QA.","SP-098 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-098-02","AC-SP-098-01, AC-SP-098-02, AC-SP-098-03, AC-SP-098-04, AC-SP-098-05","Backlog","Mobile lead","Mobile lead / device QA","IP-03, IP-04"
"ACT-SP-099-01","SP-099","P05","G3","Delivery activity","Agent","Mobile agent","Create household/player profiles, age bands and suitable home-plan selection without child email","Adult setup/player onboarding flow","ACT-SP-061-03, ACT-SP-085-03, ACT-SP-090-03","AC-SP-099-01, AC-SP-099-02, AC-SP-099-03, AC-SP-099-04","Backlog","Mobile lead","Mobile lead / device QA",""
"ACT-SP-099-02","SP-099","P05","G3","Delivery activity","Agent","Mobile agent","Handle sibling isolation, protected adult return, coach context separation and age correction","Context-switch/handoff evidence and denial states","ACT-SP-099-01","AC-SP-099-01, AC-SP-099-02, AC-SP-099-03, AC-SP-099-04","Backlog","Mobile lead","Mobile lead / device QA",""
"ACT-SP-099-03","SP-099","P05","G3","Verification and handoff","Agent","QA / Mobile agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Mobile lead / device QA.","SP-099 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-099-02","AC-SP-099-01, AC-SP-099-02, AC-SP-099-03, AC-SP-099-04","Backlog","Mobile lead","Mobile lead / device QA",""
"ACT-SP-100-01","SP-100","P04","G3","Delivery activity","Agent","Identity agent","Support initial verification and same-phone authenticator use without logging secrets/QRs","Enrollment/challenge UI and protected secret handling","ACT-SP-065-03, ACT-SP-085-03, ACT-SP-090-03","AC-SP-100-01, AC-SP-100-02, AC-SP-100-03, AC-SP-100-04","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-100-02","SP-100","P04","G3","Delivery activity","Agent","Identity agent","Block unverified actors through UI and direct APIs using approved role/action requirements","Assurance enforcement and bypass-denial results","ACT-SP-100-01","AC-SP-100-01, AC-SP-100-02, AC-SP-100-03, AC-SP-100-04","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-100-03","SP-100","P04","G3","Verification and handoff","Agent","QA / Identity agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Independent security reviewer.","SP-100 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-100-02","AC-SP-100-01, AC-SP-100-02, AC-SP-100-03, AC-SP-100-04","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-101-01","SP-101","P04","G3","Delivery activity","Agent","Identity agent","Issue single-use pairing with limited player/device authority and no adult refresh token","Pairing/renewal service and protected handoff UI","ACT-SP-065-03, ACT-SP-100-03","AC-SP-101-01, AC-SP-101-02, AC-SP-101-03, AC-SP-101-04","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-101-02","SP-101","P04","G3","Delivery activity","Agent","Identity agent","Deny billing/guardian/staff/MFA routes and reused/revoked pairing while preserving offline Stop","Restricted credential policy and pairing abuse cases","ACT-SP-101-01","AC-SP-101-01, AC-SP-101-02, AC-SP-101-03, AC-SP-101-04","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-101-03","SP-101","P04","G3","Verification and handoff","Agent","QA / Identity agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Independent security reviewer.","SP-101 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-101-02","AC-SP-101-01, AC-SP-101-02, AC-SP-101-03, AC-SP-101-04","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-102-01","SP-102","P04","G3","Delivery activity","Agent","Identity agent","Bind step-up to actor/action and expose current devices with immediate checked-route revocation","Recency/session services and protected device management","ACT-SP-059-03, ACT-SP-100-03, ACT-SP-101-03","AC-SP-102-01, AC-SP-102-02, AC-SP-102-03, AC-SP-102-04","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-102-02","SP-102","P04","G3","Delivery activity","Agent","Identity agent","Handle backup factors and support restoration without email-only/last-factor privilege bypass","Recovery state machine and replay/stale-assurance denial evidence","ACT-SP-102-01","AC-SP-102-01, AC-SP-102-02, AC-SP-102-03, AC-SP-102-04","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-102-03","SP-102","P04","G3","Verification and handoff","Agent","QA / Identity agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Independent security reviewer.","SP-102 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-102-02","AC-SP-102-01, AC-SP-102-02, AC-SP-102-03, AC-SP-102-04","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-103-01","SP-103","P04","G3","Delivery activity","Agent","Identity agent","Apply reviewed second-guardian, contested access and age correction processes","Authority transition services and audit records","ACT-SP-061-03, ACT-SP-099-03, ACT-SP-102-03","AC-SP-103-01, AC-SP-103-02, AC-SP-103-03","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-103-02","SP-103","P04","G3","Delivery activity","Agent","Identity agent","Remove automatic inherited parental viewing at 18 and preserve only explicit valid grants","Adult transition flow with payer/membership non-authority fixtures","ACT-SP-103-01","AC-SP-103-01, AC-SP-103-02, AC-SP-103-03","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-103-03","SP-103","P04","G3","Verification and handoff","Agent","QA / Identity agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Independent security reviewer.","SP-103 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-103-02","AC-SP-103-01, AC-SP-103-02, AC-SP-103-03","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-104-01","SP-104","P06","G3","Delivery activity","Agent","Identity agent","Separate recording, backup and recipient/resource/purpose/expiry choices with adult authority","Consent/grant service and protected controls","ACT-SP-087-03, ACT-SP-102-03, ACT-SP-103-03","AC-SP-104-01, AC-SP-104-02, AC-SP-104-03, AC-SP-104-04","Backlog","Identity lead","Independent security reviewer","IP-04"
"ACT-SP-104-02","SP-104","P06","G3","Delivery activity","Agent","Identity agent","Recheck workers, preserve authorized home history and expose SP-160 feedback withdrawal integration","Revocation/departure behavior and concurrent-worker cases","ACT-SP-104-01","AC-SP-104-01, AC-SP-104-02, AC-SP-104-03, AC-SP-104-04","Backlog","Identity lead","Independent security reviewer","IP-04"
"ACT-SP-104-03","SP-104","P06","G3","Verification and handoff","Agent","QA / Identity agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Independent security reviewer.","SP-104 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-104-02","AC-SP-104-01, AC-SP-104-02, AC-SP-104-03, AC-SP-104-04","Backlog","Identity lead","Independent security reviewer","IP-04"
"ACT-SP-105-01","SP-105","P04","G3","Delivery activity","Agent","Backend agent","Add bounded outbox/pull cursors, conflict ownership and one-credit event identity","Sync service and duplicate/offline event fixtures","ACT-SP-085-03, ACT-SP-087-03, ACT-SP-091-03","AC-SP-105-01, AC-SP-105-02, AC-SP-105-03, AC-SP-105-04","Backlog","Backend lead","Technical lead",""
"ACT-SP-105-02","SP-105","P04","G3","Delivery activity","Agent","Backend agent","Recover stale cursors, refresh roles/content and apply suppression before replaying pending work","Delete-first reconnect and visible failure/retry states","ACT-SP-105-01","AC-SP-105-01, AC-SP-105-02, AC-SP-105-03, AC-SP-105-04","Backlog","Backend lead","Technical lead",""
"ACT-SP-105-03","SP-105","P04","G3","Verification and handoff","Agent","QA / Backend agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Technical lead.","SP-105 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-105-02","AC-SP-105-01, AC-SP-105-02, AC-SP-105-03, AC-SP-105-04","Backlog","Backend lead","Technical lead",""
"ACT-SP-106-01","SP-106","P07","G3","Delivery activity","Agent","Media agent","Create atomic reservations, constrained resumable intents and truthful upload states","Reservation/upload initiation service and concurrent-capacity cases","ACT-SP-011-03, ACT-SP-087-03","AC-SP-106-01, AC-SP-106-02, AC-SP-106-03, AC-SP-106-04","Backlog","Mobile / media lead","Mobile lead / device QA",""
"ACT-SP-106-02","SP-106","P07","G3","Delivery activity","Agent","Media agent","Check consent/expiry/validation before backup status and release expired/orphan reservations","Finalize/cleanup service and withdrawal/expiry race evidence","ACT-SP-106-01","AC-SP-106-01, AC-SP-106-02, AC-SP-106-03, AC-SP-106-04","Backlog","Mobile / media lead","Mobile lead / device QA",""
"ACT-SP-106-03","SP-106","P07","G3","Verification and handoff","Agent","QA / Media agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Mobile lead / device QA.","SP-106 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-106-02","AC-SP-106-01, AC-SP-106-02, AC-SP-106-03, AC-SP-106-04","Backlog","Mobile / media lead","Mobile lead / device QA",""
"ACT-SP-107-01","SP-107","P07","G3","Delivery activity","Agent","Media agent","Check actual container/codec/size/duration/metadata under decoder/time/memory limits","Quarantine validation worker and accepted/rejected fixture corpus","ACT-SP-060-03, ACT-SP-106-03","AC-SP-107-01, AC-SP-107-02, AC-SP-107-03, AC-SP-107-04","Backlog","Mobile / media lead","Mobile lead / device QA",""
"ACT-SP-107-02","SP-107","P07","G3","Delivery activity","Agent","Media agent","Keep unvalidated objects unreadable, release resources and expose redacted dead-letter state","Timeout/malformed media evidence and observable retry handling","ACT-SP-107-01","AC-SP-107-01, AC-SP-107-02, AC-SP-107-03, AC-SP-107-04","Backlog","Mobile / media lead","Mobile lead / device QA",""
"ACT-SP-107-03","SP-107","P07","G3","Verification and handoff","Agent","QA / Media agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Mobile lead / device QA.","SP-107 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-107-02","AC-SP-107-01, AC-SP-107-02, AC-SP-107-03, AC-SP-107-04","Backlog","Mobile / media lead","Mobile lead / device QA",""
"ACT-SP-108-01","SP-108","P07","G3","Delivery activity","Agent","Media agent","Check current grants before issuing bounded links/gateway access with ranges and private caching","Playback authorization service and approved access contract","ACT-SP-102-03, ACT-SP-104-03, ACT-SP-106-03, ACT-SP-107-03","AC-SP-108-01, AC-SP-108-02, AC-SP-108-03, AC-SP-108-04","Backlog","Mobile / media lead","Mobile lead / device QA",""
"ACT-SP-108-02","SP-108","P07","G3","Delivery activity","Agent","Media agent","Deny unrelated/revoked minting, measure remaining link lifetime and document downloaded-copy limits","Expiry/range/cache evidence and honest residual-access notices","ACT-SP-108-01","AC-SP-108-01, AC-SP-108-02, AC-SP-108-03, AC-SP-108-04","Backlog","Mobile / media lead","Mobile lead / device QA",""
"ACT-SP-108-03","SP-108","P07","G3","Verification and handoff","Agent","QA / Media agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Mobile lead / device QA.","SP-108 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-108-02","AC-SP-108-01, AC-SP-108-02, AC-SP-108-03, AC-SP-108-04","Backlog","Mobile / media lead","Mobile lead / device QA",""
"ACT-SP-109-01","SP-109","P07","G3","Delivery activity","Agent","Media agent","Delete originals, parts, thumbnails and temp artifacts using explicit device/cloud/everywhere choices","Lifecycle coordinator and visible remaining-copy states","ACT-SP-104-03, ACT-SP-105-03, ACT-SP-106-03, ACT-SP-108-03","AC-SP-109-01, AC-SP-109-02, AC-SP-109-03, AC-SP-109-04","Backlog","Mobile / media lead","Mobile lead / device QA",""
"ACT-SP-109-02","SP-109","P07","G3","Delivery activity","Agent","Media agent","Persist suppressed IDs across uploads, pending devices, stale cursors and recovery expiry","Deletion race/replay evidence and record-class lifecycle checks","ACT-SP-109-01","AC-SP-109-01, AC-SP-109-02, AC-SP-109-03, AC-SP-109-04","Backlog","Mobile / media lead","Mobile lead / device QA",""
"ACT-SP-109-03","SP-109","P07","G3","Verification and handoff","Agent","QA / Media agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Mobile lead / device QA.","SP-109 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-109-02","AC-SP-109-01, AC-SP-109-02, AC-SP-109-03, AC-SP-109-04","Backlog","Mobile / media lead","Mobile lead / device QA",""
"ACT-SP-110-01","SP-110","P07","G3","Delivery activity","Agent","Operations agent","Align valid object bytes with metadata/auth/config references and integrity hashes","Scoped copy jobs and versioned recovery inventory","ACT-SP-050-03, ACT-SP-089-03, ACT-SP-109-03","AC-SP-110-01, AC-SP-110-02, AC-SP-110-03, AC-SP-110-04","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-110-02","SP-110","P07","G3","Delivery activity","Agent","Operations agent","Restore matching records/bytes, reapply revocation and demonstrate alternate deletion authority","Measured RPO/RTO restore evidence and integrity comparison","ACT-SP-110-01","AC-SP-110-01, AC-SP-110-02, AC-SP-110-03, AC-SP-110-04","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-110-03","SP-110","P07","G3","Verification and handoff","Agent","QA / Operations agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Operator / security reviewer.","SP-110 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-110-02","AC-SP-110-01, AC-SP-110-02, AC-SP-110-03, AC-SP-110-04","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-111-01","SP-111","P06","G3","Delivery activity","Agent","Web agent","Keep broad credentials out of the browser and serve secure scoped parent/coach/club shells","Session broker, cookies and role navigation","ACT-SP-060-03, ACT-SP-102-03","AC-SP-111-01, AC-SP-111-02, AC-SP-111-03","Backlog","Web lead","Web lead / security reviewer",""
"ACT-SP-111-02","SP-111","P06","G3","Delivery activity","Agent","Web agent","Apply CSRF/CSP/deep-link controls, current roles and private caching with redacted telemetry","Forged/stale request and cache inspection evidence","ACT-SP-111-01","AC-SP-111-01, AC-SP-111-02, AC-SP-111-03","Backlog","Web lead","Web lead / security reviewer",""
"ACT-SP-111-03","SP-111","P06","G3","Verification and handoff","Agent","QA / Web agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Web lead / security reviewer.","SP-111 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-111-02","AC-SP-111-01, AC-SP-111-02, AC-SP-111-03","Backlog","Web lead","Web lead / security reviewer",""
"ACT-SP-112-01","SP-112","P06","G3","Delivery activity","Agent","Web agent","Create family/club/team enrollment with single-use expiry and guardian/adult authority checks","Invitation/enrollment services and roster projection","ACT-SP-085-03, ACT-SP-101-03, ACT-SP-111-03","AC-SP-112-01, AC-SP-112-02, AC-SP-112-03, AC-SP-112-04","Backlog","Web lead","Web lead / security reviewer",""
"ACT-SP-112-02","SP-112","P06","G3","Delivery activity","Agent","Web agent","Support mixed-age eligibility and assigned teams without a cross-club directory; revoke removed coaches","Scoped roster/coach UI and denial/revocation cases","ACT-SP-112-01","AC-SP-112-01, AC-SP-112-02, AC-SP-112-03, AC-SP-112-04","Backlog","Web lead","Web lead / security reviewer",""
"ACT-SP-112-03","SP-112","P06","G3","Verification and handoff","Agent","QA / Web agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Web lead / security reviewer.","SP-112 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-112-02","AC-SP-112-01, AC-SP-112-02, AC-SP-112-03, AC-SP-112-04","Backlog","Web lead","Web lead / security reviewer",""
"ACT-SP-113-01","SP-113","P06","G3","Delivery activity","Agent","Web agent","Add/remove/replace/reorder drafts and show source/eligibility without modifying history","Plan editor and immutable draft/version API usage","ACT-SP-086-03, ACT-SP-097-03, ACT-SP-112-03","AC-SP-113-01, AC-SP-113-02, AC-SP-113-03, AC-SP-113-04, AC-SP-113-05","Backlog","Web lead","Web lead / security reviewer","IP-01, IP-02"
"ACT-SP-113-02","SP-113","P06","G3","Delivery activity","Agent","Web agent","Block unapproved content/invalid recipients and preserve active-session snapshots plus recommendation inputs","Publication workflow and suitability/version/assignment cases","ACT-SP-113-01","AC-SP-113-01, AC-SP-113-02, AC-SP-113-03, AC-SP-113-04, AC-SP-113-05","Backlog","Web lead","Web lead / security reviewer","IP-01, IP-02"
"ACT-SP-113-03","SP-113","P06","G3","Verification and handoff","Agent","QA / Web agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Web lead / security reviewer.","SP-113 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-113-02","AC-SP-113-01, AC-SP-113-02, AC-SP-113-03, AC-SP-113-04, AC-SP-113-05","Backlog","Web lead","Web lead / security reviewer","IP-01, IP-02"
"ACT-SP-114-01","SP-114","P06","G3","Delivery activity","Agent","Web agent","Capture unlimited catalog entries, exact manifests, licenses and reviewer evidence by scope","Authoring UI and asset/rights/version records","ACT-SP-005-02, ACT-SP-086-03, ACT-SP-111-03","AC-SP-114-01, AC-SP-114-02, AC-SP-114-03, AC-SP-114-04, AC-SP-114-05","Backlog","Web lead","Web lead / security reviewer","IP-01"
"ACT-SP-114-02","SP-114","P06","G3","Delivery activity","Agent","Web agent","Block missing rights/assets and self-bypassed approval; withdraw unsafe variants and incomplete pathways","Review queue and publication/withdrawal evidence","ACT-SP-114-01","AC-SP-114-01, AC-SP-114-02, AC-SP-114-03, AC-SP-114-04, AC-SP-114-05","Backlog","Web lead","Web lead / security reviewer","IP-01"
"ACT-SP-114-03","SP-114","P06","G3","Verification and handoff","Agent","QA / Web agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Web lead / security reviewer.","SP-114 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-114-02","AC-SP-114-01, AC-SP-114-02, AC-SP-114-03, AC-SP-114-04, AC-SP-114-05","Backlog","Web lead","Web lead / security reviewer","IP-01"
"ACT-SP-115-01","SP-115","P06","G3","Delivery activity","Agent","Web agent","Schedule plans with explicit zones, due/cancel states and distinct home/club origin","Calendar/assignment service and deterministic recommendation inputs","ACT-SP-094-03, ACT-SP-113-03, ACT-SP-152-03","AC-SP-115-01, AC-SP-115-02, AC-SP-115-03, AC-SP-115-04","Backlog","Web lead","Web lead / security reviewer","IP-02"
"ACT-SP-115-02","SP-115","P06","G3","Delivery activity","Agent","Web agent","Capture coach-scoped attendance, DST cases and offline stale assignments without merged workload","Attendance UI and conflict/time-zone/reconnect evidence","ACT-SP-115-01","AC-SP-115-01, AC-SP-115-02, AC-SP-115-03, AC-SP-115-04","Backlog","Web lead","Web lead / security reviewer","IP-02"
"ACT-SP-115-03","SP-115","P06","G3","Verification and handoff","Agent","QA / Web agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Web lead / security reviewer.","SP-115 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-115-02","AC-SP-115-01, AC-SP-115-02, AC-SP-115-03, AC-SP-115-04","Backlog","Web lead","Web lead / security reviewer","IP-02"
"ACT-SP-116-01","SP-116","P06","G3","Delivery activity","Agent","Web agent","Separate practice completion from observed skill and enforce source/author and scope projections","Progress/report UI using versioned assessment interfaces","ACT-SP-085-03, ACT-SP-115-03","AC-SP-116-01, AC-SP-116-02, AC-SP-116-03, AC-SP-116-04, AC-SP-116-05","Backlog","Web lead","Web lead / security reviewer","IP-03, IP-04, IP-05"
"ACT-SP-116-02","SP-116","P06","G3","Delivery activity","Agent","Web agent","Expose SP-158/SP-161/SP-162 interfaces without duplicating their state; keep reports private","Structured feedback/goal integration seams and no-ranking/footage-exclusion cases","ACT-SP-116-01","AC-SP-116-01, AC-SP-116-02, AC-SP-116-03, AC-SP-116-04, AC-SP-116-05","Backlog","Web lead","Web lead / security reviewer","IP-03, IP-04, IP-05"
"ACT-SP-116-03","SP-116","P06","G3","Verification and handoff","Agent","QA / Web agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Web lead / security reviewer.","SP-116 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-116-02","AC-SP-116-01, AC-SP-116-02, AC-SP-116-03, AC-SP-116-04, AC-SP-116-05","Backlog","Web lead","Web lead / security reviewer","IP-03, IP-04, IP-05"
"ACT-SP-117-01","SP-117","P06","G3","Delivery activity","Agent","Web agent","Show authorized history, club links, recipients, quota/expiry and truthful local/cloud copy states","Parent portal storage/history/grant views","ACT-SP-098-03, ACT-SP-104-03, ACT-SP-108-03, ACT-SP-111-03, ACT-SP-160-03","AC-SP-117-01, AC-SP-117-02, AC-SP-117-03, AC-SP-117-04, AC-SP-117-05","Backlog","Web lead","Web lead / security reviewer","IP-04"
"ACT-SP-117-02","SP-117","P06","G3","Delivery activity","Agent","Web agent","Apply current MFA to exact grants/copy types and wire SP-160 submit/withdraw without device-local browsing","Parent action UI and scope/copy-state denial evidence","ACT-SP-117-01","AC-SP-117-01, AC-SP-117-02, AC-SP-117-03, AC-SP-117-04, AC-SP-117-05","Backlog","Web lead","Web lead / security reviewer","IP-04"
"ACT-SP-117-03","SP-117","P06","G3","Verification and handoff","Agent","QA / Web agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Web lead / security reviewer.","SP-117 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-117-02","AC-SP-117-01, AC-SP-117-02, AC-SP-117-03, AC-SP-117-04, AC-SP-117-05","Backlog","Web lead","Web lead / security reviewer","IP-04"
"ACT-SP-118-01","SP-118","P07","G3","Delivery activity","Agent","Web agent","Provide attributable limited operator actions and redacted case states without unrestricted impersonation","Support case workflow and audit schema/UI","ACT-SP-062-03, ACT-SP-063-03, ACT-SP-111-03","AC-SP-118-01, AC-SP-118-02, AC-SP-118-03","Backlog","Web lead","Web lead / security reviewer",""
"ACT-SP-118-02","SP-118","P07","G3","Delivery activity","Agent","Web agent","Separate safeguarding recipients, exclude accused automatic recipients and exercise alternate escalation","Report routing and restricted-access evidence","ACT-SP-118-01","AC-SP-118-01, AC-SP-118-02, AC-SP-118-03","Backlog","Web lead","Web lead / security reviewer",""
"ACT-SP-118-03","SP-118","P07","G3","Verification and handoff","Agent","QA / Web agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Web lead / security reviewer.","SP-118 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-118-02","AC-SP-118-01, AC-SP-118-02, AC-SP-118-03","Backlog","Web lead","Web lead / security reviewer",""
"ACT-SP-119-01","SP-119","P07","G3","Delivery activity","Agent","Backend agent","Create minimal adult invitation/security/service/feedback payloads and safe deep-link handling","Notification adapter, reviewed templates and preference contract","ACT-SP-063-03, ACT-SP-104-03, ACT-SP-112-03, ACT-SP-115-03","AC-SP-119-01, AC-SP-119-02, AC-SP-119-03, AC-SP-119-04, AC-SP-119-05","Backlog","Backend lead","Technical lead","IP-04, IP-05"
"ACT-SP-119-02","SP-119","P07","G3","Delivery activity","Agent","Backend agent","Handle revoked recipients, bounces, duplicate jobs and shared quiet-hour/reminder integration","Delivery-state service and synthetic no-spam/no-disclosure evidence","ACT-SP-119-01","AC-SP-119-01, AC-SP-119-02, AC-SP-119-03, AC-SP-119-04, AC-SP-119-05","Backlog","Backend lead","Technical lead","IP-04, IP-05"
"ACT-SP-119-03","SP-119","P07","G3","Verification and handoff","Agent","QA / Backend agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Technical lead.","SP-119 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-119-02","AC-SP-119-01, AC-SP-119-02, AC-SP-119-03, AC-SP-119-04, AC-SP-119-05","Backlog","Backend lead","Technical lead","IP-04, IP-05"
"ACT-SP-120-01","SP-120","P07","G3","Delivery activity","Agent","Billing agent","Authenticate provider events and map purchases to correct adult/player/seat without trusting client flags","Sandbox event intake and purchase-source ledger","ACT-SP-048-03, ACT-SP-052-03, ACT-SP-087-03","AC-SP-120-01, AC-SP-120-02, AC-SP-120-03, AC-SP-120-04","Backlog","Billing lead","Billing / security reviewer",""
"ACT-SP-120-02","SP-120","P07","G3","Delivery activity","Agent","Billing agent","Converge duplicate/out-of-order/refund/expiry events while retaining independent valid sources","Reconciliation jobs and expected-ledger scenario evidence","ACT-SP-120-01","AC-SP-120-01, AC-SP-120-02, AC-SP-120-03, AC-SP-120-04","Backlog","Billing lead","Billing / security reviewer",""
"ACT-SP-120-03","SP-120","P07","G3","Verification and handoff","Agent","QA / Billing agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Billing / security reviewer.","SP-120 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-120-02","AC-SP-120-01, AC-SP-120-02, AC-SP-120-03, AC-SP-120-04","Backlog","Billing lead","Billing / security reviewer",""
"ACT-SP-121-01","SP-121","P07","G3","Delivery activity","Agent","Billing agent","Show approved sandbox products, sponsorship overlap and pending/failure states behind adult authority","Mobile paywall and provider-source disclosures","ACT-SP-049-02, ACT-SP-090-03, ACT-SP-120-03","AC-SP-121-01, AC-SP-121-02, AC-SP-121-03, AC-SP-121-04","Backlog","Billing lead","Billing / security reviewer",""
"ACT-SP-121-02","SP-121","P07","G3","Delivery activity","Agent","Billing agent","Bind restore to correct beneficiary and preserve active capture through entitlement expiry","Sandbox purchase/restore/cancellation route evidence","ACT-SP-121-01","AC-SP-121-01, AC-SP-121-02, AC-SP-121-03, AC-SP-121-04","Backlog","Billing lead","Billing / security reviewer",""
